st,customer lifetime value,response,coverage,education,effective to date,employmentstatus,gender,income,location code,marital status,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,policy type,policy,renew offer type,sales channel,total claim amount,vehicle class,vehicle size,vehicle type,zone
arizona,4558.972934,no,basic,college,2/2/11,employed,m,37709,suburban,married,116,19.0,39,0.0,1,corporate auto,corporate l2,offer2,call center,556.8,suv,medsize,a,central
california,2771.045031,yes,basic,college,1/11/11,employed,f,50071,rural,single,71,3.0,32,0.0,1,personal auto,personal l2,offer2,agent,18.918935,two-door car,medsize,a,west region
oregon,8609.158215,yes,basic,bachelor,1/14/11,employed,f,79090,urban,married,107,2.0,74,0.0,3,personal auto,personal l3,offer2,branch,289.040734,suv,medsize,,north west
oregon,8842.650024,no,basic,master,2/21/11,employed,f,42142,urban,single,112,1.0,8,0.0,3,personal auto,personal l3,offer4,branch,396.17554,sports car,medsize,,north west
arizona,10963.95723,yes,premium,high school or below,2/8/11,employed,m,55687,suburban,divorced,276,33.0,91,0.0,1,personal auto,personal l2,offer1,agent,1324.8,luxury suv,medsize,a,central
california,8835.159206,no,basic,bachelor,1/18/11,employed,f,22373,urban,married,112,11.0,59,0.0,8,personal auto,personal l1,offer1,branch,419.750892,suv,small,,west region
oregon,34611.37896,yes,basic,high school or below,1/14/11,employed,f,20090,suburban,married,109,,59,,2,personal auto,personal l2,offer2,agent,523.2,sports car,medsize,,north west
arizona,23444.90045,no,basic,college,1/26/11,employed,f,69906,urban,married,74,34.0,32,2.0,2,corporate auto,corporate l3,offer2,branch,202.860399,four-door car,medsize,a,central
arizona,2402.172069,no,basic,college,2/2/11,employed,m,43246,rural,single,62,,89,,1,personal auto,personal l2,offer1,agent,52.435202,four-door car,medsize,,central
arizona,8581.278701,no,extended,bachelor,1/18/11,medical leave,m,27689,suburban,married,239,0.0,72,2.0,1,personal auto,personal l2,offer2,web,2893.239678,luxury suv,medsize,a,central
washington,2465.444865,no,basic,bachelor,1/30/11,employed,f,64997,suburban,single,63,7.0,99,1.0,1,personal auto,personal l3,offer2,agent,383.442328,four-door car,small,a,east
california,8660.838974,no,basic,college,2/20/11,employed,f,79674,rural,married,107,29.0,50,0.0,3,personal auto,personal l2,offer3,call center,9.275859,,,,west region
washington,2906.893312,no,basic,high school or below,1/17/11,employed,f,45128,rural,married,72,13.0,34,0.0,1,special auto,special l2,offer4,branch,66.667784,four-door car,medsize,,east
arizona,5112.306584,no,extended,college,2/28/11,employed,m,44743,suburban,divorced,137,16.0,55,4.0,1,personal auto,personal l3,offer1,branch,741.300032,suv,small,,central
washington,9357.737821,no,premium,high school or below,1/13/11,employed,f,33060,rural,married,117,19.0,91,0.0,3,personal auto,personal l2,offer1,branch,56.731578,four-door car,medsize,a,east
washington,9470.624437,no,extended,college,2/14/11,employed,f,22514,urban,married,80,22.0,96,0.0,2,personal auto,personal l3,offer2,call center,203.469143,four-door car,medsize,a,east
california,4599.759229,no,premium,bachelor,2/27/11,employed,m,79284,rural,single,117,9.0,59,1.0,1,special auto,special l2,offer3,agent,156.452827,,,a,west region
oregon,8205.387936,no,basic,college,2/22/11,employed,f,85840,rural,married,102,14.0,79,2.0,4,corporate auto,corporate l3,offer2,agent,138.722385,suv,medsize,a,north west
oregon,10442.65139,no,extended,bachelor,1/26/11,medical leave,m,17269,suburban,married,139,3.0,31,0.0,5,personal auto,personal l1,offer1,branch,667.2,suv,small,,north west
california,4974.801539,yes,basic,bachelor,1/18/11,employed,m,75644,suburban,divorced,65,5.0,68,3.0,9,personal auto,personal l2,offer2,branch,467.803638,two-door car,medsize,,west region
oregon,36707.42639,no,basic,college,1/17/11,employed,m,24804,suburban,married,104,1.0,28,0.0,2,personal auto,personal l2,offer1,agent,593.830288,suv,small,,north west
california,5638.930838,no,basic,bachelor,1/10/11,employed,m,20920,rural,single,74,19.0,14,0.0,4,personal auto,personal l1,offer2,branch,14.784843,two-door car,medsize,a,west region
arizona,6997.827397,no,extended,college,2/23/11,employed,f,56940,suburban,married,87,11.0,10,0.0,9,personal auto,personal l3,offer2,web,512.66245,four-door car,small,a,central
arizona,6670.850638,no,premium,high school or below,1/2/11,employed,f,56531,suburban,married,170,34.0,24,3.0,1,corporate auto,corporate l3,offer2,web,816.0,suv,medsize,a,central
oregon,7812.889738,no,basic,high school or below,2/16/11,employed,m,72353,suburban,divorced,66,27.0,15,0.0,2,personal auto,personal l2,offer2,web,316.8,,,,north west
arizona,8024.508444,no,premium,high school or below,2/7/11,employed,m,95191,urban,divorced,101,6.0,15,0.0,3,corporate auto,corporate l2,offer2,agent,316.111035,four-door car,medsize,,central
oregon,8495.164213,no,premium,high school or below,1/24/11,employed,f,23791,suburban,divorced,110,11.0,71,3.0,7,personal auto,personal l3,offer1,agent,615.27228,two-door car,medsize,,north west
washington,10640.93932,no,extended,master,1/19/11,employed,m,50450,rural,single,90,11.0,68,0.0,2,personal auto,personal l3,offer4,branch,135.892444,two-door car,medsize,,east
california,7950.570995,no,extended,high school or below,1/25/11,employed,f,70610,rural,single,99,2.0,11,0.0,3,personal auto,personal l1,offer4,agent,240.977382,four-door car,large,a,west region
arizona,4834.710493,yes,basic,college,1/31/11,employed,f,38713,suburban,divorced,66,31.0,69,4.0,6,personal auto,personal l3,offer2,call center,316.8,four-door car,medsize,,central
nevada,16460.07754,no,extended,bachelor,2/9/11,disabled,m,16869,suburban,divorced,222,28.0,57,0.0,3,personal auto,personal l2,offer1,call center,1065.6,,,,central
arizona,2402.172069,no,basic,college,2/2/11,employed,m,43246,rural,single,62,19.0,89,0.0,1,personal auto,personal l2,offer1,agent,52.435202,four-door car,medsize,a,central
washington,26900.27013,no,basic,bachelor,1/13/11,employed,f,63009,urban,married,112,17.0,49,0.0,2,personal auto,personal l3,offer3,call center,485.286815,sports car,small,,east
nevada,8157.933629,no,premium,high school or below,1/11/11,employed,m,86811,suburban,married,102,19.0,22,0.0,5,corporate auto,corporate l2,offer2,call center,489.6,four-door car,small,,central
washington,9162.063169,no,extended,college,2/23/11,medical leave,m,29723,rural,married,80,8.0,79,0.0,2,personal auto,personal l2,offer1,call center,20.985105,four-door car,medsize,,east
,4698.345864,,extended,high school or below,1/9/11,medical leave,f,26411,suburban,married,126,25.0,9,1.0,1,corporate auto,corporate l3,offer3,agent,604.8,suv,medsize,,
washington,5083.789524,no,basic,bachelor,1/9/11,employed,f,62088,rural,married,64,6.0,28,2.0,4,corporate auto,corporate l2,offer1,agent,73.258034,two-door car,medsize,,east
california,2837.007353,no,basic,college,1/17/11,employed,f,41408,urban,divorced,73,4.0,89,1.0,1,corporate auto,corporate l2,offer1,branch,268.710908,four-door car,medsize,a,west region
california,5004.263818,no,basic,master,1/30/11,employed,f,39161,urban,married,63,18.0,83,1.0,4,personal auto,personal l3,offer2,call center,283.995953,two-door car,small,,west region
california,10408.96865,yes,basic,high school or below,2/18/11,retired,m,20228,suburban,divorced,101,,43,,2,corporate auto,corporate l3,offer1,branch,523.815839,suv,medsize,,west region
california,10455.48983,no,extended,high school or below,2/3/11,employed,f,28363,suburban,divorced,133,0.0,35,0.0,3,personal auto,personal l3,offer1,agent,638.4,sports car,medsize,,west region
california,4889.765364,no,basic,bachelor,2/7/11,employed,f,46819,urban,divorced,62,15.0,0,0.0,5,personal auto,personal l2,offer1,agent,157.990123,four-door car,large,a,west region
washington,21480.81781,no,basic,master,2/10/11,medical leave,f,15505,suburban,married,68,24.0,2,0.0,2,personal auto,personal l2,offer2,agent,383.890867,two-door car,large,a,east
california,2494.869528,no,basic,doctor,2/12/11,employed,m,45855,rural,married,62,0.0,26,1.0,1,personal auto,personal l3,offer3,web,0.887629,four-door car,large,a,west region
nevada,18975.45611,no,extended,high school or below,1/22/11,employed,m,65999,urban,married,237,1.0,14,0.0,6,corporate auto,corporate l2,offer2,agent,615.927769,luxury suv,medsize,a,central
washington,6005.214792,yes,extended,high school or below,1/12/11,employed,m,26876,suburban,single,76,17.0,72,0.0,8,corporate auto,corporate l2,offer1,agent,364.8,four-door car,medsize,a,east
oregon,2359.423599,yes,basic,bachelor,1/11/11,disabled,f,19864,suburban,divorced,63,22.0,96,0.0,1,personal auto,personal l2,offer1,web,352.394515,four-door car,medsize,,north west
nevada,8160.587729,no,basic,college,2/21/11,disabled,f,24980,suburban,divorced,71,34.0,14,0.0,2,personal auto,personal l3,offer2,web,511.2,two-door car,medsize,a,central
california,3803.79853,no,extended,high school or below,1/1/11,employed,m,26050,suburban,married,97,4.0,51,0.0,1,personal auto,personal l3,offer2,branch,465.6,four-door car,small,a,west region
california,4293.997319,no,premium,bachelor,1/17/11,disabled,m,16701,suburban,married,113,20.0,26,0.0,1,personal auto,personal l2,offer1,branch,831.625979,four-door car,small,,west region
oregon,9027.867218,no,premium,bachelor,1/10/11,employed,f,99002,suburban,married,112,33.0,75,1.0,8,personal auto,personal l1,offer3,branch,537.6,four-door car,medsize,,north west
nevada,15777.88702,no,basic,high school or below,1/3/11,employed,f,98713,urban,married,65,3.0,91,0.0,2,personal auto,personal l2,offer2,call center,289.894293,two-door car,medsize,,central
oregon,17857.97233,no,basic,college,2/13/11,employed,m,55437,suburban,married,64,5.0,78,1.0,2,personal auto,personal l3,offer3,agent,445.287788,four-door car,medsize,,north west
washington,2727.520769,no,basic,doctor,1/14/11,employed,f,74592,suburban,married,67,9.0,30,0.0,1,personal auto,personal l1,offer4,agent,321.6,two-door car,medsize,,east
oregon,2756.941661,no,basic,bachelor,1/18/11,medical leave,m,29926,suburban,divorced,74,25.0,34,0.0,1,corporate auto,corporate l1,offer1,branch,418.233667,four-door car,medsize,,north west
oregon,7057.888812,no,extended,bachelor,1/17/11,employed,m,37840,suburban,married,90,31.0,9,0.0,4,corporate auto,corporate l2,offer2,agent,432.0,,,a,north west
washington,2935.988346,no,basic,high school or below,2/27/11,employed,f,73847,suburban,married,73,34.0,51,1.0,1,personal auto,personal l2,offer2,web,350.4,two-door car,small,a,east
california,2563.394054,no,basic,college,2/13/11,disabled,f,10860,suburban,married,66,30.0,91,0.0,1,personal auto,personal l3,offer2,call center,316.8,four-door car,medsize,a,west region
oregon,2515.259002,no,basic,college,1/16/11,employed,m,25558,suburban,married,63,31.0,11,0.0,1,personal auto,personal l3,offer2,branch,453.6,four-door car,small,,north west
arizona,17556.99121,no,basic,master,2/26/11,employed,f,36212,rural,married,73,25.0,57,0.0,2,personal auto,personal l2,offer1,agent,119.033795,two-door car,medsize,,central
,3690.698916,,extended,bachelor,1/17/11,employed,f,59016,suburban,married,92,3.0,65,0.0,1,corporate auto,corporate l1,offer2,web,441.6,four-door car,medsize,,
california,4455.518101,no,basic,high school or below,2/8/11,employed,m,31196,suburban,single,62,26.0,57,4.0,9,corporate auto,corporate l1,offer1,web,342.796508,two-door car,small,,west region
california,2460.167359,no,basic,college,2/21/11,employed,f,69241,rural,married,61,14.0,84,0.0,1,personal auto,personal l2,offer3,web,47.95916,four-door car,small,,west region
,5971.313496,,extended,high school or below,1/21/11,employed,m,52018,suburban,divorced,78,17.0,37,3.0,7,personal auto,personal l3,offer1,agent,374.4,four-door car,medsize,,
arizona,8496.063681,no,basic,bachelor,2/18/11,employed,m,24031,suburban,divorced,109,0.0,72,0.0,7,personal auto,personal l2,offer1,web,523.2,sports car,small,,central
california,6570.970605,no,premium,master,2/14/11,employed,f,52951,rural,single,167,3.0,43,1.0,1,personal auto,personal l1,offer1,branch,289.77269,suv,small,a,west region
california,13736.1325,yes,premium,master,2/13/11,disabled,f,16181,suburban,divorced,181,22.0,79,0.0,8,personal auto,personal l2,offer1,web,1261.319869,suv,medsize,a,west region
nevada,5107.163002,yes,basic,bachelor,1/26/11,employed,f,35625,urban,married,65,10.0,56,1.0,3,personal auto,personal l3,offer2,agent,288.572108,four-door car,medsize,a,central
california,3964.527997,no,basic,high school or below,1/24/11,employed,m,62638,urban,married,100,20.0,62,0.0,1,personal auto,personal l2,offer2,agent,441.988868,suv,small,,west region
oregon,8828.380695,no,basic,doctor,1/1/11,employed,m,61246,rural,married,110,24.0,21,0.0,3,personal auto,personal l2,offer2,branch,159.239518,sports car,medsize,a,north west
arizona,3430.316936,no,extended,high school or below,2/10/11,employed,m,54339,rural,married,86,10.0,52,0.0,1,personal auto,personal l3,offer4,agent,10.478305,four-door car,large,a,central
california,8613.464001,no,basic,bachelor,1/19/11,employed,f,37277,urban,married,109,24.0,27,1.0,9,personal auto,personal l2,offer1,agent,417.72438,suv,medsize,a,west region
california,4798.240889,no,basic,bachelor,2/20/11,employed,f,77846,urban,married,119,8.0,45,0.0,1,personal auto,personal l3,offer1,agent,342.471939,sports car,medsize,,west region
oregon,2771.045031,yes,basic,college,1/11/11,employed,f,50071,rural,single,71,3.0,32,0.0,1,personal auto,personal l2,offer2,agent,18.918935,two-door car,medsize,,north west
nevada,5736.45893,no,basic,bachelor,2/2/11,employed,f,96917,suburban,married,71,31.0,16,0.0,9,personal auto,personal l3,offer2,agent,373.047039,two-door car,medsize,,central
california,8925.632207,no,basic,high school or below,2/4/11,employed,m,23860,suburban,married,114,25.0,57,1.0,3,personal auto,personal l3,offer2,call center,547.2,suv,small,a,west region
oregon,4719.762191,no,basic,bachelor,2/13/11,employed,m,37057,rural,married,61,5.0,48,1.0,6,personal auto,personal l2,offer1,agent,47.53101,four-door car,small,a,north west
oregon,24127.50402,yes,basic,bachelor,1/26/11,medical leave,m,14072,suburban,divorced,71,13.0,3,0.0,2,special auto,special l2,offer1,agent,511.2,four-door car,medsize,,north west
oregon,13869.92705,yes,basic,college,1/21/11,employed,m,28432,suburban,married,118,1.0,59,0.0,2,corporate auto,corporate l1,offer2,branch,612.300581,suv,small,,north west
arizona,7258.634662,no,basic,college,1/18/11,employed,m,88082,urban,married,61,10.0,45,1.0,2,personal auto,personal l1,offer4,branch,218.779614,,,,central
oregon,9775.816061,no,extended,bachelor,2/14/11,employed,m,55632,urban,single,123,,98,,7,personal auto,personal l2,offer1,agent,478.609999,suv,medsize,,north west
nevada,4787.812897,no,extended,college,1/27/11,employed,m,45225,rural,single,124,15.0,83,0.0,1,corporate auto,corporate l1,offer3,web,209.176923,sports car,small,,central
california,2683.470677,no,basic,bachelor,1/1/11,employed,f,48269,urban,married,69,3.0,79,3.0,1,corporate auto,corporate l2,offer3,web,282.151207,four-door car,medsize,,west region
nevada,3141.333694,no,extended,college,1/18/11,employed,f,24019,rural,married,79,,27,,1,personal auto,personal l3,offer3,branch,47.22861,four-door car,medsize,a,central
oregon,47155.62558,no,extended,high school or below,2/10/11,employed,m,39891,urban,married,133,12.0,31,0.0,2,personal auto,personal l3,offer1,agent,630.888663,suv,medsize,,north west
oregon,7482.486135,no,extended,bachelor,1/23/11,employed,f,48992,urban,married,94,30.0,0,1.0,7,personal auto,personal l2,offer1,agent,426.072946,four-door car,medsize,,north west
california,5329.075482,no,basic,bachelor,2/21/11,employed,f,43671,urban,married,67,6.0,67,0.0,3,corporate auto,corporate l2,offer3,agent,190.649902,four-door car,medsize,a,west region
nevada,5010.44933,no,basic,high school or below,1/27/11,disabled,m,10892,suburban,divorced,66,16.0,9,0.0,3,personal auto,personal l1,offer1,call center,316.8,four-door car,medsize,,central
oregon,11981.98481,yes,basic,master,1/20/11,retired,f,21514,urban,married,62,0.0,59,0.0,2,personal auto,personal l2,offer1,agent,257.248789,two-door car,medsize,,north west
oregon,24442.29656,no,basic,college,2/4/11,employed,m,36261,rural,married,68,3.0,71,0.0,2,personal auto,personal l2,offer4,call center,16.800832,four-door car,large,,north west
arizona,11986.59212,no,extended,master,1/17/11,employed,f,87560,suburban,married,98,4.0,86,1.0,2,personal auto,personal l2,offer1,web,470.4,,,a,central
arizona,27495.42188,no,extended,high school or below,2/23/11,employed,f,37931,suburban,married,99,8.0,31,0.0,2,personal auto,personal l3,offer2,branch,475.2,four-door car,small,a,central
